Supplier,Category,SubCategory,Name,Price,OldPrice,Description,VendorCode,Pictures,Sizes,Total_Qty,Badge
BUYMEUA,МІЛІТАРІ,Головні убори / Бафи / Шарфи,Бейсболка Вірний завжди ВТ5333,370.0000,,"<p>кепка для повсякденного носіння, тренувань, стрільбища, полігону та активного відпочинку. Виконана з якісного матеріалу <strong>Cotton</strong>, який забезпечує комфорт навіть у спекотну погоду і добре зберігає форму при тривалому використанні.</p><p>Головним акцентом моделі є фірмовий малюнок <strong>TDF</strong> з зображенням змії та автомата, який підкреслює характер і стиль власника.</p><h3>Особливості:</h3><ul><li>Якісний матеріал <strong>Cotton</strong></li><li>Дихаюча і комфортна тканина</li><li>Зносостійкий матеріал, який добре зберігає форму</li><li>Фірмовий малюнок <strong>TDF</strong></li><li>Класичний шестиклинний крій</li><li>Зігнутий козирок для захисту від сонця</li><li>Металева фурнітура регулювання</li><li>Універсальний дизайн для міста та тактичного використання</li><li>Підходить для служби, тренувань, стрільбища, полювання, риболовлі та повсякденного носіння</li></ul><h3>Характеристики:</h3><figure class=""table""><table><thead><tr><th>Параметр</th><th>Значення</th></tr></thead><tbody><tr><td>Матеріал</td><td>Cotton</td></tr><tr><td>Колір</td><td>Чорний</td></tr><tr><td>Малюнок</td><td>TDF</td></tr><tr><td>Розмір</td><td>Універсальний</td></tr><tr><td>Регулювання</td><td>Металева застібка</td></tr><tr><td>Сезон</td><td>Весна / Літо / Осінь</td></tr></tbody></table></figure>",96951,"https://cdn.buymeua.shop/buymeua/product/3937786/conversions/GRK_5135-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3937783/conversions/1784056310-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3937784/conversions/1784056313-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3937785/conversions/1784056318-optimized.jpg",Універсальний - 97,97,
BUYMEUA,МІЛІТАРІ,тактичні футболки,Тактична футболка SELION live free black ВТ5334,499.0000,,"<p><strong>Розмір M</strong><br><strong>Зріст 175 см</strong><br><strong>Вага 75 кг</strong></p><h3>Тактична футболка Coolmax з принтом TDF</h3><p>Легка і функціональна <strong>тактична футболка з тканини Coolmax</strong>, розроблена для активного використання в спекотну погоду та при високих навантаженнях. Матеріал ефективно <strong>відводить вологу і швидко висихає</strong>, забезпечуючи комфорт навіть під час інтенсивної активності.</p><p>Футболка має <strong>яскравий принт TDF</strong>, який надає моделі унікальний і стильний зовнішній вигляд. Підходить як для тактичного використання, так і для повсякденного носіння.</p><p><strong>Матеріал:</strong> Coolmax<br><strong>Склад:</strong> 100% поліестер</p><h3>&nbsp;Особливості моделі</h3><ul><li>легка і дихаюча тканина <strong>Coolmax</strong></li><li>ефективне <strong>відведення вологи</strong></li><li>швидке висихання</li><li>комфорт при активному русі</li><li>якісний <strong>принт TDF</strong></li><li>підходить для тренувань, служби та повсякденного носіння</li></ul><h2>Таблиця розмірів</h2><figure class=""table""><table><thead><tr><th>Розмір</th><th>Плечі</th><th>Груди</th><th>Довжина</th></tr></thead><tbody><tr><td>M</td><td>41</td><td>45</td><td>65</td></tr><tr><td>L</td><td>44</td><td>47</td><td>67</td></tr><tr><td>XL</td><td>46</td><td>50</td><td>67</td></tr><tr><td>2XL</td><td>46</td><td>51</td><td>68</td></tr><tr><td>3XL</td><td>49</td><td>54</td><td>70</td></tr></tbody></table></figure>",96952,"https://cdn.buymeua.shop/buymeua/product/3939078/conversions/GRK_5167-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3939072/conversions/1784061022-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3939073/conversions/1784061025-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3939074/conversions/1784061028-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3939075/conversions/1784061032-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3939076/conversions/1784061035-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3939077/conversions/1784061039-optimized.jpg","M - 34, L - 33, XL - 34, XXL - 35, XXXL - 35",171,
BUYMEUA,МІЛІТАРІ,тактичні футболки,Тактична футболка SELION live free coyot ВТ5335,499.0000,,"<p><strong>Розмір M</strong><br><strong>Зріст 175 см</strong><br><strong>Вага 75 кг</strong></p><h3>Тактична футболка Coolmax з принтом TDF</h3><p>Легка і функціональна <strong>тактична футболка з тканини Coolmax</strong>, розроблена для активного використання в спекотну погоду та при високих навантаженнях. Матеріал ефективно <strong>відводить вологу і швидко висихає</strong>, забезпечуючи комфорт навіть під час інтенсивної активності.</p><p>Футболка має <strong>яскравий принт TDF</strong>, який надає моделі унікальний і стильний зовнішній вигляд. Підходить як для тактичного використання, так і для повсякденного носіння.</p><p><strong>Матеріал:</strong> Coolmax<br><strong>Склад:</strong> 100% поліестер</p><h3>&nbsp;Особливості моделі</h3><ul><li>легка і дихаюча тканина <strong>Coolmax</strong></li><li>ефективне <strong>відведення вологи</strong></li><li>швидке висихання</li><li>комфорт при активному русі</li><li>якісний <strong>принт TDF</strong></li><li>підходить для тренувань, служби та повсякденного носіння</li></ul><h2>Таблиця розмірів</h2><figure class=""table""><table><thead><tr><th>Розмір</th><th>Плечі</th><th>Груди</th><th>Довжина</th></tr></thead><tbody><tr><td>M</td><td>41</td><td>45</td><td>65</td></tr><tr><td>L</td><td>44</td><td>47</td><td>67</td></tr><tr><td>XL</td><td>46</td><td>50</td><td>67</td></tr><tr><td>2XL</td><td>46</td><td>51</td><td>68</td></tr><tr><td>3XL</td><td>49</td><td>54</td><td>70</td></tr></tbody></table></figure>",96953,"https://cdn.buymeua.shop/buymeua/product/3938994/conversions/GRK_5178-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3938987/conversions/1784060942-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3938988/conversions/1784060945-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3938989/conversions/1784060948-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3938990/conversions/1784060952-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3938991/conversions/1784060956-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3938992/conversions/1784060959-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3938993/conversions/1784060962-optimized.jpg","M - 35, L - 35, XL - 36, XXL - 35, XXXL - 35",176,
BUYMEUA,МІЛІТАРІ,тактичні футболки,Тактична футболка SELION live free oliva ВТ5336,499.0000,,"<p><strong>Розмір M</strong><br><strong>Зріст 175 см</strong><br><strong>Вага 75 кг</strong></p><h3>Тактична футболка Coolmax з принтом TDF</h3><p>Легка і функціональна <strong>тактична футболка з тканини Coolmax</strong>, розроблена для активного використання в спекотну погоду та при високих навантаженнях. Матеріал ефективно <strong>відводить вологу і швидко висихає</strong>, забезпечуючи комфорт навіть під час інтенсивної активності.</p><p>Футболка має <strong>яскравий принт TDF</strong>, який надає моделі унікальний і стильний зовнішній вигляд. Підходить як для тактичного використання, так і для повсякденного носіння.</p><p><strong>Матеріал:</strong> Coolmax<br><strong>Склад:</strong> 100% поліестер</p><h3>&nbsp;Особливості моделі</h3><ul><li>легка і дихаюча тканина <strong>Coolmax</strong></li><li>ефективне <strong>відведення вологи</strong></li><li>швидке висихання</li><li>комфорт при активному русі</li><li>якісний <strong>принт TDF</strong></li><li>підходить для тренувань, служби та повсякденного носіння</li></ul><h2>Таблиця розмірів</h2><figure class=""table""><table><thead><tr><th>Розмір</th><th>Плечі</th><th>Груди</th><th>Довжина</th></tr></thead><tbody><tr><td>M</td><td>41</td><td>45</td><td>65</td></tr><tr><td>L</td><td>44</td><td>47</td><td>67</td></tr><tr><td>XL</td><td>46</td><td>50</td><td>67</td></tr><tr><td>2XL</td><td>46</td><td>51</td><td>68</td></tr><tr><td>3XL</td><td>49</td><td>54</td><td>70</td></tr></tbody></table></figure>",96954,"https://cdn.buymeua.shop/buymeua/product/3938778/conversions/GRK_5127-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3938771/conversions/1784060655-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3938772/conversions/1784060658-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3938773/conversions/1784060662-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3938774/conversions/1784060666-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3938775/conversions/1784060669-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3938776/conversions/1784060672-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3938777/conversions/1784060676-optimized.jpg","M - 35, L - 34, XL - 36, XXL - 35, XXXL - 35",175,
BUYMEUA,МІЛІТАРІ,товари для самооборони,Балончик Газовий Кобра-1Н 58 мл ВТ5337,325.0000,,"<h2>Кобра-1Н</h2><p>&nbsp;Газові балончики українського виробника серії Кобра застосовуються для самооборони цивільних осіб починаючи з 18 років. В них використовується один з найпотужніших ірритантів&nbsp;не смертельної дії алгоген, який з 70-х років минулого століття стояв на озброєнні багатьох армій світу.</p><p>&nbsp;Кобра-1Н досить потужний балончик, тільки незначного потрапляння газу в обличчя достатньо для повної деморалізації нападника. У нього почнеться рясне сльозотеча, болі та спазми в носоглотці і на деякий час він буде безпечний. Після впливу балончика у людини не виникне жодних проблем зі здоров'ям.</p><p>&nbsp;Завдяки невеликим розмірам (висота 84 мм і діаметр 35 мм) Кобра-1Н можна постійно носити в кишені або сумочці, що не менш важливо в сучасній обстановці. При виникненні небезпеки, необхідно зняти запобіжну пластину і тримати палець на червоній кнопці. Розпилювати газ можна з 0,5 до 3 метрів прямо в обличчя противнику, намагаючись потрапити в очі, протягом 2-3 секунд. Максимальний час безперервного розпилення 5 секунд.</p><p>&nbsp;Після використання&nbsp;Кобра-1Н бажано швидко сховатися з місця події або, якщо впевнені у своїх силах, обезпечити нападника.</p><p>&nbsp;</p><p>&nbsp;</p><figure class=""table""><table><tbody><tr><td>Виробник:</td><td><strong>Кобра</strong></td></tr><tr><td>Вид</td><td><strong>Газовий</strong></td></tr><tr><td>Ємність</td><td><strong>58 мл</strong></td></tr><tr><td>Склад</td><td><strong>Алгоген</strong></td></tr><tr><td>Вага</td><td><strong>45 г</strong></td></tr><tr><td>Країна виробник</td><td><strong>Україна</strong></td></tr><tr><td>Висота</td><td><strong>84 мм</strong></td></tr><tr><td>Діаметр</td><td><strong>35 мм</strong></td></tr><tr><td>Час безперервного використання</td><td><strong>5 сек</strong><br>&nbsp;</td></tr></tbody></table></figure>",96955,"https://cdn.buymeua.shop/buymeua/product/3932297/conversions/GRK_5120-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3932296/conversions/1783976397-optimized.jpg",Універсальний - 99,99,
BUYMEUA,МІЛІТАРІ,товари для самооборони,Газовий балончик Кобра-1 CS (100 мл.) ВТ5338,330.0000,,"<p>простой у використанні і досить потужний <strong>балон аерозольний Кобра-1CS 100мл</strong> - дуже ефективний засіб самооборони, який дозволить дезорієнтувати агресивно налаштовану або нападаючу людину на півгодини. Продається даний засіб вільно, в магазині зброї, і щоб його купити, не потрібно отримувати дозволи на його носіння.</p><p>До переваг газових балончиків цієї компанії можна віднести не тільки високу якість, але й тривалий термін служби - 3 роки, який йде на сам балон. Тоді як газ в ньому не має терміну служби і не псується значно довше. Даний балон безпечний у використанні і вважається найпростішим і зручним засобом захисту. Оволодіти ним зможе і слабка дівчина. Незважаючи на надаване дію (спазм очей, біль і сльозотеча), він не завдає шкоди нападаючому, але дає час втекти або викликати поліцію. Модель має об'єм 100 мл. Дальність струменя суміші газу - 3 метри. Безперервний час одноразового використання - від 9 секунд. Назва суміші, яка знаходиться в балончику - Алгоген, і вона дуже сильно дратує слизову очей, викликає спазм і сльозотечу. Розмір балончика - в діаметрі - 3,6 см і довжина - 8,5 см. Вартість <strong>балончика</strong> <strong>Кобра-1МВД </strong>не висока, і доступна кожному, хто хоче підвищити свій рівень безпеки!<br><strong>З вересня 2015</strong> р. балони Кобра-1 випускаються в корпусах балонів Кобра-1Н <strong>з</strong> <strong>наклеєною етикеткою</strong>.</p>",96957,"https://cdn.buymeua.shop/buymeua/product/3932295/conversions/GRK_5121-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3932293/conversions/1783976161-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3932294/conversions/1783976166-optimized.jpg",Універсальний - 82,82,
BUYMEUA,МІЛІТАРІ,товари для самооборони,Газовий балончик Кобра-1Н 85 мл (45 г) ВТ5339,330.0000,,<p>Об'єм: 85 мл<br>Діюча речовина: алгоген<br>Маса діючої речовини: 45 г (дані від виробника)<br>Метод розпилення: аерозольний<br>Час розпилення: 9 с<br>Дальність поразки: 2.7 м<br>Термін придатності: 36 місяців</p>,96958,"https://cdn.buymeua.shop/buymeua/product/3932292/conversions/GRK_5106-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3932289/conversions/1783975843-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3932290/conversions/1783975849-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3932291/conversions/1783975854-optimized.jpg",Універсальний - 99,99,
BUYMEUA,МІЛІТАРІ,Літні мілітарі комплекти,Комплект 4в1 Водій black ВТ5357,1850.0000,,"<p>Практичний комплект для тренувань, стрільбища, служби та повсякденного носіння. Футболка з тканини <strong>Coolmax</strong> ефективно відводить вологу і швидко висихає, худі з щільної двонитки забезпечує комфорт у прохолодну погоду, а кепка і шорти доповнюють образ і роблять комплект універсальним для активного використання в будь-яку пору року.</p><p>Фірмовий принт <strong>TDF</strong> об'єднує всі елементи набору в єдиному стилі і підкреслює характер власника.</p><p>✔️ Дихаючі та зносостійкі матеріали<br>✔️ Ефективне відведення вологи і швидке висихання<br>✔️ Комфорт при активному русі<br>✔️ Повноцінна посадка<br>✔️ Підходить для міста, тренувань, полігону, полювання, риболовлі та повсякденного носіння</p><p><strong>Розмір моделі на фото:</strong> M<br><strong>Зріст:</strong> 175 см<br><strong>Вага:</strong> 75 кг<br>&nbsp;</p><figure class=""table""><table><thead><tr><th>Розмір</th><th>Футболка плечі</th><th>Футболка груди</th><th>Футболка довжина</th><th>Худі плечі</th><th>Худі груди</th><th>Рукав</th><th>Довжина худі</th></tr></thead><tbody><tr><td>M</td><td>41 см</td><td>45 см</td><td>65 см</td><td>51 см</td><td>52 см</td><td>61 см</td><td>62 см</td></tr><tr><td>L</td><td>44 см</td><td>47 см</td><td>67 см</td><td>52 см</td><td>54 см</td><td>61 см</td><td>62 см</td></tr><tr><td>XL</td><td>46 см</td><td>50 см</td><td>67 см</td><td>53 см</td><td>57 см</td><td>60 см</td><td>64 см</td></tr><tr><td>2XL</td><td>46 см</td><td>51 см</td><td>68 см</td><td>55 см</td><td>60 см</td><td>60 см</td><td>66 см</td></tr><tr><td>3XL</td><td>49 см</td><td>54 см</td><td>70 см</td><td><strong>57 см</strong></td><td><strong>63 см</strong></td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure>",96982,"https://cdn.buymeua.shop/buymeua/product/3957666/conversions/IMG_4813987-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957657/conversions/1784224796-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957658/conversions/1784224809-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957659/conversions/1784224812-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957660/conversions/1784224816-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957661/conversions/1784224820-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957662/conversions/1784224824-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957663/conversions/1784224828-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957664/conversions/1784224831-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957665/conversions/1784224835-optimized.jpg","M - 34, L - 35, XL - 34, XXL - 34, XXXL - 34",171,
BUYMEUA,МІЛІТАРІ,Літні мілітарі комплекти,Комплект 4в1 Veteran black ВТ5358,1850.0000,,"<p>Практичний комплект для тренувань, стрільбища, служби та повсякденного носіння. Футболка з тканини <strong>Coolmax</strong> ефективно відводить вологу і швидко висихає, худі з щільної двонитки забезпечує комфорт у прохолодну погоду, а кепка і шорти доповнюють образ і роблять комплект універсальним для активного використання в будь-яку пору року.</p><p>Фірмовий принт <strong>TDF</strong> об'єднує всі елементи набору в єдиному стилі і підкреслює характер власника.</p><p>✔️ Дихаючі та зносостійкі матеріали<br>✔️ Ефективне відведення вологи і швидке висихання<br>✔️ Комфорт при активному русі<br>✔️ Повноцінна посадка<br>✔️ Підходить для міста, тренувань, полігону, полювання, риболовлі та повсякденного носіння</p><p><strong>Розмір моделі на фото:</strong> M<br><strong>Зріст:</strong> 175 см<br><strong>Вага:</strong> 75 кг<br>&nbsp;</p><figure class=""table""><table><thead><tr><th>Розмір</th><th>Футболка плечі</th><th>Футболка груди</th><th>Футболка довжина</th><th>Худі плечі</th><th>Худі груди</th><th>Рукав</th><th>Довжина худі</th></tr></thead><tbody><tr><td>M</td><td>41 см</td><td>45 см</td><td>65 см</td><td>51 см</td><td>52 см</td><td>61 см</td><td>62 см</td></tr><tr><td>L</td><td>44 см</td><td>47 см</td><td>67 см</td><td>52 см</td><td>54 см</td><td>61 см</td><td>62 см</td></tr><tr><td>XL</td><td>46 см</td><td>50 см</td><td>67 см</td><td>53 см</td><td>57 см</td><td>60 см</td><td>64 см</td></tr><tr><td>2XL</td><td>46 см</td><td>51 см</td><td>68 см</td><td>55 см</td><td>60 см</td><td>60 см</td><td>66 см</td></tr><tr><td>3XL</td><td>49 см</td><td>54 см</td><td>70 см</td><td><strong>57 см</strong></td><td><strong>63 см</strong></td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure>",96983,"https://cdn.buymeua.shop/buymeua/product/3957685/conversions/IMG_48131235-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957676/conversions/1784225012-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957677/conversions/1784225017-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957678/conversions/1784225023-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957679/conversions/1784225027-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957680/conversions/1784225031-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957681/conversions/1784225035-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957682/conversions/1784225038-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957683/conversions/1784225041-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957684/conversions/1784225046-optimized.jpg","M - 32, L - 31, XL - 32, XXL - 30, XXXL - 34",159,
BUYMEUA,МІЛІТАРІ,Літні мілітарі комплекти,Комплект 4в1 Veteran oliva ВТ5359,1850.0000,,"<p>Практичний комплект для тренувань, стрільбища, служби та повсякденного носіння. Футболка з тканини <strong>Coolmax</strong> ефективно відводить вологу і швидко висихає, худі з щільної двонитки забезпечує комфорт у прохолодну погоду, а кепка і шорти доповнюють образ і роблять комплект універсальним для активного використання в будь-яку пору року.</p><p>Фірмовий принт <strong>TDF</strong> об'єднує всі елементи набору в єдиному стилі і підкреслює характер власника.</p><p>✔️ Дихаючі та зносостійкі матеріали<br>✔️ Ефективне відведення вологи і швидке висихання<br>✔️ Комфорт при активному русі<br>✔️ Повноцінна посадка<br>✔️ Підходить для міста, тренувань, полігону, полювання, риболовлі та повсякденного носіння</p><p><strong>Розмір моделі на фото:</strong> M<br><strong>Зріст:</strong> 175 см<br><strong>Вага:</strong> 75 кг<br>&nbsp;</p><figure class=""table""><table><thead><tr><th>Розмір</th><th>Футболка плечі</th><th>Футболка груди</th><th>Футболка довжина</th><th>Худі плечі</th><th>Худі груди</th><th>Рукав</th><th>Довжина худі</th></tr></thead><tbody><tr><td>M</td><td>41 см</td><td>45 см</td><td>65 см</td><td>51 см</td><td>52 см</td><td>61 см</td><td>62 см</td></tr><tr><td>L</td><td>44 см</td><td>47 см</td><td>67 см</td><td>52 см</td><td>54 см</td><td>61 см</td><td>62 см</td></tr><tr><td>XL</td><td>46 см</td><td>50 см</td><td>67 см</td><td>53 см</td><td>57 см</td><td>60 см</td><td>64 см</td></tr><tr><td>2XL</td><td>46 см</td><td>51 см</td><td>68 см</td><td>55 см</td><td>60 см</td><td>60 см</td><td>66 см</td></tr><tr><td>3XL</td><td>49 см</td><td>54 см</td><td>70 см</td><td><strong>57 см</strong></td><td><strong>63 см</strong></td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure>",96984,"https://cdn.buymeua.shop/buymeua/product/3957675/conversions/IMG_4813111-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957667/conversions/1784224934-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957668/conversions/1784224937-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957669/conversions/1784224945-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957670/conversions/1784224948-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957671/conversions/1784224952-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957672/conversions/1784224956-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957673/conversions/1784224959-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957674/conversions/1784224963-optimized.jpg","M - 33, L - 35, XL - 32, XXL - 35, XXXL - 34",169,
BUYMEUA,МІЛІТАРІ,Літні мілітарі комплекти,Комплект 4в1 Водій oliva ВТ5360,1850.0000,,"<p>Практичний комплект для тренувань, стрільбища, служби та повсякденного носіння. Футболка з тканини <strong>Coolmax</strong> ефективно відводить вологу і швидко висихає, худі з щільної двонитки забезпечує комфорт у прохолодну погоду, а кепка і шорти доповнюють образ і роблять комплект універсальним для активного використання в будь-яку пору року.</p><p>Фірмовий принт <strong>TDF</strong> об'єднує всі елементи набору в єдиному стилі і підкреслює характер власника.</p><p>✔️ Дихаючі та зносостійкі матеріали<br>✔️ Ефективне відведення вологи і швидке висихання<br>✔️ Комфорт при активному русі<br>✔️ Повноцінна посадка<br>✔️ Підходить для міста, тренувань, полігону, полювання, риболовлі та повсякденного носіння</p><p><strong>Розмір моделі на фото:</strong> M<br><strong>Зріст:</strong> 175 см<br><strong>Вага:</strong> 75 кг<br>&nbsp;</p><figure class=""table""><table><thead><tr><th>Розмір</th><th>Футболка плечі</th><th>Футболка груди</th><th>Футболка довжина</th><th>Худі плечі</th><th>Худі груди</th><th>Рукав</th><th>Довжина худі</th></tr></thead><tbody><tr><td>M</td><td>41 см</td><td>45 см</td><td>65 см</td><td>51 см</td><td>52 см</td><td>61 см</td><td>62 см</td></tr><tr><td>L</td><td>44 см</td><td>47 см</td><td>67 см</td><td>52 см</td><td>54 см</td><td>61 см</td><td>62 см</td></tr><tr><td>XL</td><td>46 см</td><td>50 см</td><td>67 см</td><td>53 см</td><td>57 см</td><td>60 см</td><td>64 см</td></tr><tr><td>2XL</td><td>46 см</td><td>51 см</td><td>68 см</td><td>55 см</td><td>60 см</td><td>60 см</td><td>66 см</td></tr><tr><td>3XL</td><td>49 см</td><td>54 см</td><td>70 см</td><td><strong>57 см</strong></td><td><strong>63 см</strong></td><td>&nbsp;</td><td>&nbsp;</td></tr></tbody></table></figure>",96985,"https://cdn.buymeua.shop/buymeua/product/3957656/conversions/ChatGPT-Image-16-%D0%B8%D1%8E%D0%BB.-2026-%D0%B3.%2C-00_30_1812345-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957647/conversions/1784224635-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957648/conversions/1784224638-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957649/conversions/1784224643-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957650/conversions/1784224647-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957651/conversions/1784224651-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957652/conversions/1784224655-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957653/conversions/1784224658-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957654/conversions/1784224662-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/3957655/conversions/1784224666-optimized.jpg","M - 35, L - 31, XL - 34, XXL - 32, XXXL - 35",167,
BUYMEUA,ПОВСЯКДЕННИЙ ОДЯГ,Літні комплекти,Літній костюм loro piana білий ВТ5361,2100.0000,,"<p>Чоловічий костюм з мусліну зі стильною вишивкою</p><p>Легкий чоловічий костюм вільного крою, виконаний з натурального мусліну. Комплект складається з сорочки з довгим рукавом і штанів з комфортною посадкою.</p><p>Муслін з 100% бавовни добре пропускає повітря, приємний до тіла і підходить для теплої погоди. Фактурна тканина виглядає стильно і не вимагає ідеально гладкої прасування. Вільний крій не сковує рухів і створює розслаблений сучасний образ.</p><p>Сорочка має відкладний комір, застібку на гудзиках і манжети. Штани доповнені зручними кишенями. Декоративна вишивка робить комплект більш виразним.</p><p>Особливості:</p><ul><li>Матеріал: муслін</li><li>Склад: 100% бавовна</li><li>Комплектація: сорочка і штани</li><li>Декор: вишивка</li><li>Вільний комфортний крій</li><li>Легка і дихаюча тканина</li><li>Підходить для прогулянок, подорожей, відпочинку та повсякденного носіння</li><li>Розміри: S/M, L/XL, 2XL/3XL</li></ul><p>&nbsp;</p><p>Таблиця вимірів сорочки:</p><figure class=""table""><table><thead><tr><th>Розмір</th><th>Плечі</th><th>Груди</th><th>Рукав</th><th>Довжина</th></tr></thead><tbody><tr><td>S/M</td><td>50 см</td><td>56 см</td><td>66 см</td><td>65 см</td></tr><tr><td>L/XL</td><td>51 см</td><td>59 см</td><td>69 см</td><td>67 см</td></tr><tr><td>2XL/3XL</td><td>53 см</td><td>60 см</td><td>70 см</td><td>68 см</td></tr></tbody></table></figure><p>Таблиця вимірів штанів:</p><figure class=""table""><table><tbody><tr><td>Розмір</td><td>Талія</td><td>Стегна</td><td>Довжина</td></tr><tr><td>S/M</td><td>38 см</td><td>47 см</td><td>100 см</td></tr><tr><td>L/XL</td><td>40 см</td><td>50 см</td><td>102 см</td></tr><tr><td>2XL/3XL</td><td>41 см</td><td>50 см</td><td>104 см</td></tr></tbody></table></figure>",96986,"https://cdn.buymeua.shop/buymeua/product/4010834/conversions/1-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/4010826/conversions/1784669059-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/4010827/conversions/1784669063-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/4010828/conversions/1784669068-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/4010829/conversions/1784669072-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/4010830/conversions/1784669078-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/4010831/conversions/1784669082-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/4010832/conversions/1784669087-optimized.jpg, https://cdn.buymeua.shop/buymeua/product/4010833/conversions/1784669091-optimized.jpg","S/M - 37, L/XL - 23, XXL/XXXL - 20",80,
